Age,Department,JobRole,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,event,time
40,Research & Development,Laboratory Technician,No,Non-Travel,3,4,8,0,No,0,8
31,Sales,Sales Executive,No,Travel_Rarely,4,3,13,9,No,0,13
46,Sales,Sales Executive,No,Travel_Rarely,4,4,7,4,Yes,1,7
39,Research & Development,Laboratory Technician,Yes,Non-Travel,1,4,1,0,Yes,1,1
31,Research & Development,Manufacturing Director,No,Travel_Frequently,2,3,10,4,Yes,1,10
45,Research & Development,Healthcare Representative,Yes,Travel_Rarely,1,3,7,0,No,0,7
31,Human Resources,Human Resources,No,Travel_Rarely,2,3,3,0,No,0,3
31,Research & Development,Laboratory Technician,Yes,Travel_Frequently,4,1,2,2,Yes,1,2
45,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,4,3,1,No,0,3
48,Sales,Sales Executive,No,Travel_Rarely,1,3,2,2,No,0,2
34,Human Resources,Human Resources,No,Travel_Rarely,3,3,2,2,Yes,1,2
40,Research & Development,Research Director,No,Non-Travel,2,3,9,4,No,0,9
28,Sales,Sales Executive,No,Travel_Rarely,1,3,5,1,No,0,5
44,Research & Development,Laboratory Technician,No,Non-Travel,3,3,5,0,No,0,5
53,Research & Development,Research Director,No,Travel_Rarely,2,2,9,8,No,0,9
49,Research & Development,Healthcare Representative,No,Travel_Rarely,3,2,3,1,No,0,3
40,Research & Development,Research Scientist,No,Travel_Rarely,3,4,3,1,No,0,3
44,Research & Development,Research Scientist,No,Travel_Rarely,2,2,5,1,No,0,5
33,Sales,Sales Executive,No,Travel_Frequently,1,3,4,0,No,0,4
34,Sales,Sales Executive,No,Travel_Rarely,1,3,13,3,No,0,13
30,Sales,Sales Executive,No,Travel_Rarely,3,2,2,2,No,0,2
42,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,12,5,No,0,12
44,Sales,Sales Executive,No,Travel_Frequently,3,2,1,0,No,0,1
30,Research & Development,Research Scientist,No,Non-Travel,3,2,1,0,No,0,1
57,Research & Development,Research Scientist,No,Travel_Rarely,3,2,12,2,No,0,12
49,Research & Development,Healthcare Representative,No,Travel_Rarely,2,3,8,0,No,0,8
34,Research & Development,Research Director,No,Travel_Frequently,1,2,14,6,No,0,14
28,Sales,Sales Representative,No,Travel_Frequently,3,4,3,1,Yes,1,3
29,Sales,Sales Executive,No,Travel_Frequently,2,1,5,0,Yes,1,5
34,Sales,Sales Executive,Yes,Travel_Rarely,2,4,15,10,Yes,1,15
35,Sales,Sales Representative,No,Travel_Rarely,3,3,1,0,No,0,1
24,Research & Development,Laboratory Technician,Yes,Travel_Frequently,1,2,0,0,Yes,1,0
24,Sales,Sales Representative,No,Non-Travel,2,3,1,0,No,0,1
44,Research & Development,Manufacturing Director,Yes,Travel_Frequently,3,2,2,2,No,0,2
29,Sales,Sales Executive,No,Travel_Rarely,3,3,10,0,No,0,10
30,Human Resources,Human Resources,No,Travel_Rarely,3,4,5,1,No,0,5
55,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,3,1,No,0,3
33,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,5,0,No,0,5
47,Sales,Sales Executive,Yes,Travel_Rarely,3,2,5,1,No,0,5
28,Research & Development,Laboratory Technician,No,Travel_Frequently,1,2,0,0,Yes,1,0
28,Research & Development,Research Scientist,No,Travel_Rarely,3,1,1,0,No,0,1
28,Sales,Sales Executive,No,Travel_Frequently,1,3,4,1,No,0,4
49,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,3,1,No,0,3
29,Research & Development,Laboratory Technician,No,Travel_Frequently,2,3,3,0,No,0,3
28,Research & Development,Manufacturing Director,No,Travel_Rarely,2,2,8,1,No,0,8
33,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,0,0,No,0,0
32,Research & Development,Manager,No,Travel_Rarely,4,4,5,0,No,0,5
54,Research & Development,Manager,No,Travel_Frequently,4,3,14,1,No,0,14
29,Research & Development,Research Scientist,No,Travel_Rarely,1,1,9,0,Yes,1,9
44,Research & Development,Research Director,No,Travel_Rarely,1,4,20,14,No,0,20
39,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,2,2,No,0,2
46,Sales,Manager,No,Travel_Rarely,2,4,13,5,No,0,13
35,Research & Development,Healthcare Representative,No,Travel_Rarely,2,1,11,3,No,0,11
23,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,4,1,No,0,4
40,Research & Development,Laboratory Technician,No,Travel_Rarely,1,1,5,1,Yes,1,5
34,Sales,Sales Executive,Yes,Travel_Rarely,3,3,10,8,No,0,10
31,Research & Development,Research Scientist,No,Travel_Frequently,3,1,7,7,Yes,1,7
50,Research & Development,Research Director,Yes,Travel_Frequently,4,3,32,13,No,0,32
34,Sales,Sales Representative,Yes,Travel_Rarely,3,3,11,5,No,0,11
42,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,1,0,No,0,1
37,Research & Development,Research Scientist,No,Travel_Rarely,4,3,10,3,No,0,10
29,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,7,0,No,0,7
33,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,5,0,No,0,5
45,Research & Development,Research Scientist,No,Travel_Rarely,4,3,5,0,No,0,5
42,Research & Development,Healthcare Representative,Yes,Travel_Frequently,4,1,20,13,No,0,20
40,Sales,Sales Executive,No,Travel_Rarely,1,4,8,7,No,0,8
33,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,15,5,No,0,15
40,Human Resources,Manager,Yes,Travel_Rarely,4,3,21,7,No,0,21
24,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,1,0,No,0,1
40,Research & Development,Healthcare Representative,Yes,Non-Travel,4,3,2,2,No,0,2
45,Research & Development,Healthcare Representative,No,Travel_Rarely,2,3,10,7,No,0,10
35,Sales,Sales Representative,No,Travel_Rarely,3,3,5,4,No,0,5
32,Research & Development,Research Scientist,No,Travel_Rarely,2,3,7,2,No,0,7
36,Sales,Sales Representative,Yes,Travel_Rarely,4,2,3,1,No,0,3
48,Sales,Sales Executive,No,Travel_Rarely,3,3,8,7,No,0,8
29,Research & Development,Research Scientist,No,Travel_Rarely,3,2,1,0,No,0,1
33,Sales,Sales Executive,No,Travel_Rarely,1,1,2,2,No,0,2
30,Sales,Sales Executive,No,Travel_Rarely,1,3,10,6,Yes,1,10
38,Human Resources,Human Resources,No,Travel_Frequently,3,3,6,1,No,0,6
35,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,3,1,No,0,3
30,Sales,Sales Executive,No,Travel_Rarely,2,3,4,1,No,0,4
35,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,1,0,Yes,1,1
53,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,33,1,Yes,1,33
38,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,5,1,Yes,1,5
32,Research & Development,Research Scientist,No,Non-Travel,1,2,6,1,No,0,6
48,Research & Development,Research Scientist,No,Travel_Rarely,1,2,8,7,No,0,8
34,Research & Development,Research Scientist,No,Travel_Rarely,4,1,1,0,No,0,1
55,Sales,Manager,No,Travel_Rarely,4,3,36,2,No,0,36
34,Research & Development,Research Scientist,No,Travel_Rarely,4,2,2,2,No,0,2
26,Research & Development,Research Scientist,No,Travel_Rarely,4,3,1,0,No,0,1
38,Sales,Sales Executive,No,Travel_Rarely,2,3,9,7,No,0,9
38,Sales,Sales Executive,No,Travel_Rarely,2,4,3,1,No,0,3
36,Sales,Sales Executive,No,Travel_Rarely,3,3,1,0,No,0,1
29,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,10,1,No,0,10
35,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,5,0,No,0,5
39,Sales,Sales Executive,No,Travel_Rarely,3,3,7,7,No,0,7
29,Research & Development,Healthcare Representative,No,Travel_Frequently,4,4,6,1,No,0,6
50,Sales,Manager,Yes,Travel_Rarely,3,3,1,0,No,0,1
23,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
36,Research & Development,Laboratory Technician,Yes,Travel_Frequently,1,3,3,0,No,0,3
42,Research & Development,Manager,No,Travel_Rarely,4,3,1,0,No,0,1
35,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,10,6,No,0,10
34,Research & Development,Healthcare Representative,No,Travel_Frequently,3,2,8,7,No,0,8
40,Sales,Sales Executive,No,Travel_Rarely,1,3,5,1,No,0,5
43,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,6,0,No,0,6
35,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,1,0,No,0,1
46,Sales,Manager,No,Travel_Rarely,1,1,26,0,No,0,26
28,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2,3,1,0,Yes,1,1
22,Research & Development,Research Scientist,Yes,Non-Travel,3,2,4,1,No,0,4
50,Research & Development,Healthcare Representative,Yes,Travel_Frequently,3,3,30,12,No,0,30
32,Research & Development,Research Scientist,No,Travel_Rarely,4,3,3,0,No,0,3
44,Research & Development,Research Director,Yes,Travel_Rarely,4,2,22,1,No,0,22
30,Research & Development,Research Scientist,No,Travel_Rarely,2,2,6,1,No,0,6
45,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,10,1,No,0,10
45,Sales,Sales Executive,No,Non-Travel,1,3,10,4,No,0,10
31,Sales,Sales Executive,No,Travel_Frequently,1,3,5,0,No,0,5
36,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,3,3,1,No,0,3
34,Research & Development,Manufacturing Director,No,Travel_Frequently,4,3,9,7,No,0,9
49,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,9,1,No,0,9
39,Research & Development,Manufacturing Director,No,Travel_Rarely,1,3,7,7,No,0,7
27,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,7,0,No,0,7
35,Research & Development,Research Scientist,No,Travel_Rarely,1,3,16,1,No,0,16
28,Research & Development,Manufacturing Director,No,Travel_Rarely,1,2,5,0,No,0,5
21,Research & Development,Research Scientist,No,Travel_Rarely,4,3,2,2,No,0,2
18,Sales,Sales Representative,Yes,Travel_Frequently,4,4,0,0,Yes,1,0
47,Human Resources,Manager,No,Travel_Rarely,3,3,5,1,No,0,5
39,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,10,0,No,0,10
40,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,18,14,No,0,18
35,Research & Development,Healthcare Representative,No,Non-Travel,3,3,14,2,No,0,14
37,Research & Development,Manufacturing Director,No,Travel_Rarely,3,2,4,0,No,0,4
39,Research & Development,Manufacturing Director,No,Travel_Frequently,3,1,9,3,No,0,9
45,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,10,3,No,0,10
38,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,4,5,0,No,0,5
35,Sales,Sales Executive,No,Travel_Rarely,1,3,13,6,Yes,1,13
37,Research & Development,Research Scientist,No,Travel_Rarely,2,1,8,7,No,0,8
40,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,2,4,3,No,0,4
44,Human Resources,Human Resources,Yes,Travel_Frequently,4,3,10,0,No,0,10
48,Research & Development,Manager,No,Travel_Frequently,4,3,2,2,No,0,2
35,Sales,Sales Executive,Yes,Travel_Rarely,4,2,2,2,Yes,1,2
24,Research & Development,Research Scientist,Yes,Travel_Frequently,4,3,6,1,No,0,6
27,Research & Development,Research Scientist,No,Travel_Rarely,3,3,3,0,No,0,3
27,Research & Development,Research Scientist,No,Travel_Frequently,4,2,4,1,No,0,4
40,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,1,4,0,Yes,1,4
29,Sales,Sales Executive,No,Travel_Rarely,3,3,5,1,No,0,5
36,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,3,0,No,0,3
25,Research & Development,Manufacturing Director,No,Travel_Frequently,3,3,7,0,No,0,7
39,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,5,1,No,0,5
49,Research & Development,Research Director,No,Travel_Rarely,2,3,4,1,No,0,4
50,Research & Development,Research Director,No,Travel_Rarely,1,3,14,1,No,0,14
20,Sales,Sales Representative,No,Travel_Rarely,3,3,2,2,No,0,2
34,Research & Development,Research Scientist,No,Travel_Rarely,2,3,11,7,No,0,11
36,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,4,1,No,0,4
49,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,3,15,2,No,0,15
36,Research & Development,Manufacturing Director,No,Non-Travel,3,3,3,1,No,0,3
36,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,5,0,No,0,5
54,Research & Development,Manager,No,Travel_Rarely,3,3,10,4,No,0,10
43,Research & Development,Research Director,No,Travel_Rarely,3,3,14,6,No,0,14
35,Sales,Sales Executive,Yes,Travel_Frequently,4,4,11,6,Yes,1,11
38,Research & Development,Research Scientist,No,Travel_Frequently,4,4,13,2,No,0,13
29,Sales,Sales Executive,Yes,Travel_Rarely,2,2,10,0,No,0,10
33,Sales,Sales Executive,No,Travel_Rarely,4,3,6,0,No,0,6
32,Research & Development,Research Scientist,No,Travel_Rarely,2,2,9,1,No,0,9
31,Sales,Sales Executive,No,Travel_Rarely,4,3,10,0,No,0,10
49,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,2,2,2,No,0,2
38,Research & Development,Laboratory Technician,No,Travel_Frequently,2,3,4,3,No,0,4
47,Sales,Manager,No,Travel_Rarely,2,3,3,1,No,0,3
49,Research & Development,Manager,No,Travel_Rarely,3,3,8,0,No,0,8
41,Sales,Sales Executive,Yes,Travel_Rarely,3,3,2,0,No,0,2
20,Sales,Sales Representative,No,Travel_Rarely,1,3,2,0,No,0,2
33,Sales,Sales Executive,Yes,Non-Travel,4,3,6,1,No,0,6
36,Research & Development,Healthcare Representative,No,Travel_Rarely,3,2,3,0,No,0,3
44,Human Resources,Human Resources,Yes,Travel_Rarely,4,3,2,2,No,0,2
23,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,5,1,Yes,1,5
38,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,0,0,No,0,0
53,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,4,1,No,0,4
48,Sales,Sales Representative,Yes,Travel_Frequently,3,3,9,7,Yes,1,9
32,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,1,0,Yes,1,1
26,Research & Development,Laboratory Technician,No,Non-Travel,4,3,7,5,No,0,7
55,Research & Development,Research Scientist,No,Travel_Rarely,2,3,4,1,No,0,4
34,Research & Development,Laboratory Technician,No,Travel_Rarely,4,4,15,4,No,0,15
60,Research & Development,Healthcare Representative,No,Travel_Rarely,4,4,1,0,No,0,1
33,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,14,2,No,0,14
37,Sales,Sales Executive,No,Travel_Frequently,4,2,6,1,No,0,6
34,Research & Development,Research Scientist,No,Travel_Rarely,4,3,10,8,No,0,10
23,Sales,Sales Representative,Yes,Travel_Rarely,4,3,3,0,Yes,1,3
44,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,3,8,6,No,0,8
35,Research & Development,Research Scientist,Yes,Travel_Frequently,4,4,5,1,No,0,5
43,Sales,Sales Executive,Yes,Travel_Rarely,4,3,10,8,No,0,10
24,Research & Development,Research Scientist,No,Travel_Rarely,3,3,5,0,No,0,5
41,Sales,Sales Executive,No,Travel_Rarely,3,3,10,8,No,0,10
29,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,5,1,No,0,5
36,Sales,Sales Representative,No,Travel_Rarely,4,2,13,6,No,0,13
45,Research & Development,Healthcare Representative,No,Non-Travel,3,2,23,14,No,0,23
24,Human Resources,Human Resources,No,Travel_Rarely,3,3,1,0,Yes,1,1
47,Sales,Sales Executive,No,Travel_Frequently,3,1,23,14,Yes,1,23
26,Research & Development,Laboratory Technician,No,Travel_Rarely,3,4,3,0,No,0,3
45,Research & Development,Research Director,No,Travel_Rarely,2,3,21,8,No,0,21
32,Research & Development,Research Scientist,No,Travel_Frequently,3,2,5,1,No,0,5
31,Research & Development,Laboratory Technician,No,Travel_Rarely,3,4,5,0,No,0,5
41,Human Resources,Human Resources,No,Non-Travel,2,3,3,1,No,0,3
40,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,3,1,0,No,0,1
24,Research & Development,Laboratory Technician,No,Travel_Rarely,1,4,6,1,No,0,6
46,Research & Development,Healthcare Representative,No,Travel_Rarely,2,3,10,0,No,0,10
35,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,7,0,No,0,7
30,Research & Development,Research Scientist,No,Travel_Rarely,4,2,10,0,No,0,10
47,Sales,Sales Executive,No,Non-Travel,2,1,1,0,No,0,1
46,Sales,Sales Executive,Yes,Travel_Rarely,4,2,10,0,No,0,10
36,Sales,Sales Executive,Yes,Travel_Rarely,1,3,2,2,Yes,1,2
32,Sales,Sales Executive,No,Travel_Rarely,2,3,0,0,Yes,1,0
23,Research & Development,Laboratory Technician,No,Travel_Rarely,2,1,3,1,No,0,3
31,Research & Development,Manufacturing Director,No,Travel_Frequently,4,2,5,1,No,0,5
39,Research & Development,Laboratory Technician,Yes,Non-Travel,4,3,9,5,No,0,9
32,Sales,Sales Executive,No,Travel_Rarely,3,1,4,0,No,0,4
40,Sales,Manager,No,Travel_Rarely,2,2,21,12,No,0,21
45,Human Resources,Human Resources,No,Travel_Rarely,3,4,5,0,No,0,5
30,Research & Development,Research Scientist,No,Travel_Frequently,1,3,9,0,No,0,9
24,Human Resources,Human Resources,No,Travel_Frequently,4,3,2,2,No,0,2
30,Human Resources,Human Resources,No,Travel_Frequently,4,2,4,1,Yes,1,4
31,Sales,Sales Executive,No,Travel_Rarely,3,3,5,0,No,0,5
27,Research & Development,Research Scientist,No,Travel_Rarely,4,2,6,1,No,0,6
29,Sales,Sales Representative,No,Travel_Rarely,2,3,2,2,Yes,1,2
29,Research & Development,Healthcare Representative,Yes,Travel_Frequently,3,4,3,0,No,0,3
30,Sales,Sales Executive,No,Travel_Rarely,1,3,7,1,No,0,7
34,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,5,1,No,0,5
33,Sales,Sales Executive,No,Non-Travel,2,2,11,1,No,0,11
49,Sales,Sales Executive,No,Travel_Rarely,4,4,5,0,No,0,5
33,Sales,Sales Executive,Yes,Travel_Rarely,1,2,0,0,Yes,1,0
38,Research & Development,Laboratory Technician,No,Travel_Frequently,2,2,6,0,No,0,6
31,Sales,Sales Executive,No,Travel_Rarely,3,3,1,0,Yes,1,1
29,Research & Development,Research Scientist,No,Travel_Rarely,1,3,1,0,No,0,1
30,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,7,1,No,0,7
32,Research & Development,Research Scientist,No,Non-Travel,2,3,7,0,No,0,7
38,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,3,1,1,No,0,1
43,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,1,0,Yes,1,1
42,Research & Development,Laboratory Technician,No,Travel_Rarely,2,2,5,0,No,0,5
55,Research & Development,Research Director,No,Travel_Rarely,1,3,1,0,No,0,1
33,Research & Development,Research Scientist,No,Non-Travel,2,2,9,1,No,0,9
41,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,5,0,No,0,5
34,Sales,Sales Executive,Yes,Non-Travel,3,3,15,0,No,0,15
53,Research & Development,Manufacturing Director,Yes,Non-Travel,3,2,3,0,No,0,3
43,Human Resources,Human Resources,No,Travel_Rarely,4,3,9,1,No,0,9
34,Sales,Sales Executive,No,Travel_Rarely,4,3,2,2,No,0,2
21,Sales,Sales Representative,No,Travel_Rarely,2,3,1,1,Yes,1,1
38,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,5,0,No,0,5
22,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,1,0,Yes,1,1
31,Sales,Sales Executive,No,Travel_Rarely,4,3,12,5,No,0,12
51,Research & Development,Manager,No,Travel_Rarely,3,3,2,2,No,0,2
37,Sales,Sales Executive,No,Travel_Rarely,2,3,5,0,No,0,5
46,Research & Development,Research Director,Yes,Travel_Rarely,4,3,2,2,No,0,2
36,Research & Development,Healthcare Representative,Yes,Travel_Rarely,1,3,12,5,No,0,12
44,Research & Development,Research Scientist,Yes,Travel_Frequently,2,2,5,2,Yes,1,5
37,Human Resources,Human Resources,No,Travel_Rarely,2,2,10,4,No,0,10
35,Sales,Sales Executive,Yes,Travel_Rarely,4,3,10,7,Yes,1,10
33,Research & Development,Research Scientist,No,Travel_Rarely,1,3,10,7,No,0,10
28,Research & Development,Research Scientist,No,Travel_Rarely,4,4,5,0,No,0,5
39,Research & Development,Research Director,No,Travel_Rarely,3,3,4,2,No,0,4
46,Sales,Sales Executive,No,Non-Travel,2,3,2,2,No,0,2
40,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,4,0,No,0,4
42,Research & Development,Healthcare Representative,No,Travel_Rarely,1,2,0,0,No,0,0
35,Research & Development,Manufacturing Director,No,Non-Travel,4,3,7,1,No,0,7
38,Human Resources,Human Resources,No,Non-Travel,2,3,11,3,No,0,11
34,Research & Development,Laboratory Technician,No,Travel_Frequently,1,2,7,0,Yes,1,7
37,Research & Development,Manufacturing Director,No,Travel_Rarely,1,1,10,0,Yes,1,10
39,Sales,Sales Executive,No,Travel_Frequently,4,3,2,2,No,0,2
43,Research & Development,Research Scientist,No,Non-Travel,3,2,3,1,No,0,3
41,Research & Development,Healthcare Representative,No,Travel_Rarely,2,1,3,1,No,0,3
41,Sales,Sales Executive,Yes,Travel_Rarely,3,4,22,13,No,0,22
30,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,7,0,No,0,7
26,Human Resources,Human Resources,Yes,Travel_Rarely,2,3,5,1,Yes,1,5
46,Research & Development,Healthcare Representative,No,Travel_Rarely,2,4,9,3,Yes,1,9
40,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,5,0,No,0,5
34,Sales,Sales Executive,No,Travel_Rarely,3,3,10,4,No,0,10
58,Sales,Manager,No,Non-Travel,2,2,16,14,No,0,16
35,Research & Development,Laboratory Technician,No,Travel_Rarely,3,4,5,0,No,0,5
47,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,22,14,No,0,22
40,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,7,7,No,0,7
54,Research & Development,Research Scientist,No,Travel_Rarely,4,2,7,1,No,0,7
31,Sales,Sales Executive,No,Travel_Frequently,1,3,3,2,No,0,3
28,Research & Development,Research Scientist,No,Travel_Rarely,1,3,3,1,No,0,3
38,Sales,Sales Representative,Yes,Travel_Rarely,4,2,4,0,No,0,4
26,Sales,Sales Executive,No,Travel_Rarely,4,3,5,1,No,0,5
58,Research & Development,Research Director,Yes,Travel_Frequently,3,3,2,2,No,0,2
18,Research & Development,Research Scientist,No,Non-Travel,3,1,0,0,No,0,0
31,Human Resources,Human Resources,No,Travel_Rarely,1,3,1,0,Yes,1,1
29,Human Resources,Human Resources,Yes,Travel_Rarely,1,3,2,2,Yes,1,2
45,Sales,Sales Executive,No,Non-Travel,3,4,8,5,No,0,8
36,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,1,0,No,0,1
43,Sales,Sales Executive,No,Travel_Frequently,4,3,7,7,No,0,7
27,Research & Development,Laboratory Technician,Yes,Travel_Frequently,4,2,5,0,No,0,5
29,Research & Development,Laboratory Technician,No,Travel_Frequently,4,4,11,3,No,0,11
32,Sales,Sales Executive,No,Travel_Frequently,4,4,0,0,No,0,0
42,Research & Development,Research Scientist,No,Non-Travel,3,2,6,3,No,0,6
47,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,2,2,No,0,2
46,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,9,4,No,0,9
28,Human Resources,Human Resources,No,Non-Travel,4,3,3,2,No,0,3
29,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,7,1,No,0,7
42,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,0,0,No,0,0
32,Sales,Sales Executive,Yes,Travel_Rarely,2,2,2,2,Yes,1,2
46,Sales,Sales Executive,No,Travel_Rarely,1,3,19,2,No,0,19
27,Sales,Sales Representative,No,Travel_Rarely,3,3,9,5,No,0,9
29,Human Resources,Human Resources,No,Travel_Rarely,2,3,1,0,No,0,1
43,Research & Development,Manager,No,Travel_Rarely,3,3,16,6,No,0,16
48,Research & Development,Research Director,No,Travel_Rarely,2,3,22,12,No,0,22
29,Research & Development,Research Scientist,Yes,Travel_Frequently,4,2,1,1,Yes,1,1
46,Sales,Sales Executive,No,Travel_Rarely,2,3,8,0,Yes,1,8
27,Research & Development,Research Scientist,No,Travel_Frequently,1,2,7,7,No,0,7
39,Research & Development,Research Scientist,No,Travel_Rarely,4,3,2,2,No,0,2
55,Research & Development,Research Scientist,No,Travel_Rarely,4,4,5,0,No,0,5
28,Sales,Sales Representative,No,Travel_Rarely,2,3,1,0,No,0,1
30,Sales,Sales Representative,No,Travel_Rarely,4,2,1,0,Yes,1,1
22,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,1,0,Yes,1,1
36,Sales,Sales Executive,Yes,Travel_Rarely,3,3,10,1,No,0,10
31,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,10,0,No,0,10
34,Sales,Sales Executive,Yes,Travel_Rarely,4,3,5,1,No,0,5
29,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,3,1,No,0,3
37,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,5,0,No,0,5
35,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,3,0,No,0,3
45,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,9,3,No,0,9
36,Human Resources,Human Resources,No,Travel_Frequently,4,2,10,0,No,0,10
40,Research & Development,Manager,No,Travel_Rarely,1,3,19,11,No,0,19
26,Research & Development,Research Scientist,Yes,Travel_Rarely,3,2,1,1,No,0,1
27,Sales,Sales Executive,No,Travel_Rarely,3,2,8,0,No,0,8
48,Research & Development,Manager,No,Travel_Frequently,4,3,22,4,No,0,22
44,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,2,2,No,0,2
34,Research & Development,Research Scientist,Yes,Non-Travel,1,3,5,3,Yes,1,5
56,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,4,1,Yes,1,4
36,Sales,Sales Executive,No,Travel_Rarely,2,1,4,1,No,0,4
41,Sales,Sales Executive,No,Travel_Rarely,2,3,5,1,No,0,5
42,Research & Development,Research Director,No,Travel_Rarely,1,4,13,5,No,0,13
31,Sales,Sales Executive,Yes,Travel_Rarely,4,3,5,1,No,0,5
34,Sales,Sales Executive,Yes,Travel_Rarely,4,2,4,0,No,0,4
31,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,2,2,No,0,2
26,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,7,7,No,0,7
45,Research & Development,Healthcare Representative,No,Travel_Frequently,3,3,4,0,No,0,4
33,Sales,Sales Executive,No,Travel_Rarely,3,2,10,0,No,0,10
28,Sales,Sales Executive,Yes,Travel_Frequently,4,3,7,0,No,0,7
29,Sales,Sales Representative,No,Travel_Frequently,1,3,1,0,Yes,1,1
39,Sales,Sales Executive,No,Non-Travel,3,3,3,1,No,0,3
27,Research & Development,Research Scientist,No,Travel_Rarely,2,2,5,1,No,0,5
34,Research & Development,Research Scientist,Yes,Travel_Frequently,4,3,15,6,No,0,15
28,Sales,Sales Executive,Yes,Travel_Rarely,3,3,2,2,Yes,1,2
47,Research & Development,Research Scientist,No,Non-Travel,2,4,8,1,No,0,8
56,Sales,Sales Executive,No,Travel_Rarely,1,3,0,0,No,0,0
39,Research & Development,Manufacturing Director,No,Travel_Rarely,1,3,10,7,No,0,10
